Key	Value
抱歉，该存档已经不再被支持。但你可以返回主界面以它为基础轮回新的世界。\n(也可以通过切换游戏分支为0.94使用老版本继续游戏)\n	xin lỗi, hệ thống không còn được hỗ trợ. nhưng bạn có thể quay trở lại thực đơn chính và được sinh ra trên thế giới theo thông tin của nó, hoặc bạn có thể biến nó thành một phiên bản 94 để tiếp tục chơi
该热键已被系统锁定	Đường tắt này bị khóa bởi hệ thống
减少	Ít hơn
投票失败！	Không thể bỏ phiếu!
隐秘的“真相”往往不止一个，不同的线索和参与者可能会得到不一样故事。\n[color=#ff0000]一旦解密将不可逆转，请谨慎选择。[/color]\n确定要使用当前的选择进行推导吗？	có lẽ không phải là sự thật duy nhất ẩn giấu trong mỗi câu đố. một manh mối từ những người khác nhau có thể dẫn tới những câu chuyện khác nhau. một khi câu đố được giải xong, nó sẽ không thể đảo ngược nó. hãy suy nghĩ cẩn thận. bạn có chắc muốn sử dụng dữ liệu suy luận không
记忆({0}/{1})	Nhớ ({0}/{1)
接受	Chấp nhận
江湖再见	Hẹn gặp lại
正在觉醒灵智	Đánh thức trí tuệ
神性加成	Phần thưởng Giáng sinh
更换当前季节	Thay đổi mùa
{0}\n享年{1:N0}岁\n死因:{2}	Chết ở mức{1, nguyên nhân tử vong:{2}
画符	Vẽ
(被收获)	[Được thu hoạch]
成功条件	Điều khoản thành công
确定要离开此地吗？	Muốn ra khỏi đây không?
修改蓝图信息	Sửa thông tin bản vẽ
攻击速度：{0:N2}次/秒\n	Tốc độ tấn công:
前置条件：{0}\n	chính sách sơ khởi:
丢下这个物品吗？	Anh muốn rời khỏi đây?
请选择要吞噬的道具	Chọn thứ gì đó để nuốt đi.
<font color=#D06508>[秘籍·{0}]</font>\n	<i> D6508</i>/i>/i>/i >/i & l > & l > & l & lt;/i>><<</i> & l> & m> & m> & l >
未选择金仙挑战	Vẫn không có thách thức vàng
秘宝	Một vũ khí hiếm
难度配置已导出至{0}	Thiết lập khó khăn được gửi đến{0}
七	Bảy
丢失核心	Ông già mất tích
经典模式	Chế độ cổ điển
{0}正在觉醒灵智，无法思考。	Không thể suy nghĩ
房间最小面积为4，最大面积为400	Kích cỡ nhỏ nhất của căn phòng là 4. Phần lớn nhất là 400
吞噬	Ăn đi
自动存档	Tự động lưu
不能识别维度值，请检查taptap后台跟版本控制相关设置!	Không thể xác định kích thước. Vui lòng kiểm tra các thiết lập liên quan đến việc kiểm soát phiên bản trong hậu phương TapTap!
{0}收获了一条{1}	Bị bắt giữ
在练习护体之时，正觉得十分痛苦	Trong khi huấn luyện để được bảo vệ, nó rất nhàm chán
尚未解锁!	Không mở khóa!
被替换	Thay thế
苦行境	Giới hạn của linh mục
来自:[{0}]	Từ:
\n等待激活	đang đợi để kích hoạt
影响种植作物速度，收获作物产量等。	nó ảnh hưởng đến tỉ lệ trồng trọt và mùa màng
获取书架：{0}，存储空间：{1} DaoHang	Kho lưu nhận được:
之法	Fort Worth
影响烹饪速度，烹饪成功率等。	Nó ảnh hưởng đến tốc độ và thành công trong việc nấu ăn
光线适宜	Có ánh sáng mặt trời
等建筑蓝图	Chờ bản thiết kế
功法	Lớp dạy khử trùng
前往激活	Bật
生成河流	Tạo ra nước
灵气:{0}	PR:
施法	Làm đi
炼丹	Chảy máu
让精怪吞食一个物品。	Hãy để đối tượng nuốt một cái gì đó
读取	Tải
未拉取到投票信息	Không có thông tin bỏ phiếu
提升一个内门弟子的境界	Thêm địa vị sinh viên
通行权	Quyền truy cập
{0}\n(面积:{1}x{2})	kích cỡ:{1}x{2}
{0}获得淬体之法：[{1}]\n{2}	{0} đã được rèn:
在修行时略有所得，正略感欣喜	Học một điều gì đó từ thực hành này; cảm thấy hạnh phúc
添加前置模组	sửa đổi cần thiết
{0}引荐了几个弟子	Đã giới thiệu vài học sinh
{0:N0}天	NGÀY
\r\n[内容]	[tiếng điện thoại reo]
岁月	Tuyến
突破进度：{0:P2}({1:N1}/{2:N1})\n{3}	Quá trình giải mã:
藏经阁所能容纳的秘籍。秘籍越深奥，录入占用的容量就越多。\n\n当前藏书量为派中弟子提供:\n降低参悟消耗{0}% 	kinh thánh khó dùng nhiều hơn bình thường sau khi được sao chép. khả năng hiện tại của thư viện do sinh viên soạn thảo: xóa ý tưởng cần thiết [0]%
魅力	Thật quyến rũ
玄穹录	Sien
祭祀	Nghi lễ
{0}心防瓦解(软弱)	Mở cửa rồi
任意	Bất cứ điều gì
被享乐之念萦绕，修行速度，学习速度，心境大幅下降。角色在此状态下战斗时贪图享乐而倍加惜命，因此御器技能，术法技能降低2级，护体技能突破极限3级。	Trở nên xa hoa, năng suất sinh sản, tốc độ học tập và trạng thái tinh thần giảm đi rất nhiều. Trong tình trạng này, nhân vật đã đi lang thang quá nhiều lần với nguy cơ tử vong. Hai cấp độ vũ khí và kỹ năng ma thuật, nhưng nó sẽ thêm 5 cấp độ áo giáp
术法与法宝	Vũ khí hình thức, ma thuật
玉	Ow
点我复制第{0}个	Nhấn tôi để sao chép{0}
刚完成一个建筑，准备休息一下	Vừa hoàn thành xây dựng; tôi đang trên đường đến
\n[align=center][color=#FFFF66]----已参悟----[/color][/align]	--- học tập--[/color] [alig]
灵	Một linh hồn
2倍速\n[keycode]SpeedP[/keycode]  降低速度\n[keycode]SpeedN[/keycode]  提升速度	2x Speed\n[keycode]SpeedP[/keycode] Lower Speed\n[keycode]SpeedN[/keycode] Raise Speed
{1:F0}\n{0}对玩家门派的好感度，好感度会影响可以进行的行为和得到的回答。\n在未打开心防时好感度最高为60，讨论对方的嗜好可以瓦解心防。	Sở thích của họ sẽ ảnh hưởng đến hành động và câu trả lời của họ trước khi nhân vật mở lòng. Điều được ưa thích nhất là 60 người nói về sở thích của họ có thể giúp họ cởi mở hơn
{0}获得称号 [{1}]	Được gọi là [{1]
召唤灵宠	Gọi Quái Vật đi
玄学	Triết lý
该物品没有灵气	Vật này không có sức mạnh
（效果已存在）	( Kết quả này đã có)
关	Đóng
使用	Phải
{1}季\n剩余{0}天	những ngày
[color=#9e6404]相关工作：[/color]\n祭祀\n搬人上床\n搬运燃料\n埋葬\n搬运角色\n挑水\n搬运物品\n搬运生产原料\n打扫地面	[color=#9e6404] một công việc bao gồm: nghi lễ chuyển người ta lên giường, mang theo nhiên liệu, chôn nhân vật, di chuyển nước, vật liệu di chuyển, quét sàn nhà
\n参悟不足：{0:F0}/{1:F0}	Quá ít ý tưởng
正在一脸期待的挖矿中	Chắc là đào
正大口朵颐	Thức ăn phồng lên
厨艺	Nấu ăn
上的	Trên
无限循环	Loop Endlessly
娱乐	Thư giãn đi
雷击	Trời mưa khắp nơi
非常抱歉！存档校验失败,请不要使用非手机端的存档\n如果需要支持或者报告问题，请发送邮件至:\nQA@GSQStudio.com。	Vui lòng đừng dùng tập tin an toàn không phải từ điện thoại của bạn nếu bạn cần giúp đỡ hoặc gặp vấn đề báo cáo. Gửi thư cho:
五行匹配	Các phần tử
文烟	Này
制定归属，如果对象是床也会改变房间所有者。	Chuẩn đoán
(访客)	Một vị khách
精怪 · 	Vật thể linh hồn --
练习秘法完毕，正感觉十分疲惫	Tôi mệt quá
天道异动	Sự hỗn loạn của thiên đường
<font color=#888888>(房间外无效)</font>	không bị ảnh hưởng bên ngoài phòng)
傀·	Kẹo cao su:
竞拍品:[{0}]	đấu giá:
开启	Bật
在掌门附近，发布一个寒晶鼎的建造命令。	Ra lệnh xây một cái bình đá kế bên chủ nhân
[color=#bf642f]掌管能力：{3}[/color]\n魅力加成：{0}\n处世加成：{1}\n境界加成：{2}\n	[color=#b642f] có thể quản lý:{3}[/color] một phần thưởng duyên dáng:{0}
金丹	Trung tâm vàng
竹子	tre
不合	Chúng ta không thể hòa thuận
影响采掘速度，采掘产量等。	Nó ảnh hưởng đến tốc độ và hiệu ứng của mỏ
蓝图中存在未解锁建筑!	Có một tòa nhà bị khóa trong bản thiết kế!
不贴墙	Không chạm vào tường
已录入	Đã rõ
已有效果({0}/{1})	Kết quả đặc biệt với{0}/{1}
糟糕	Tệ lắm
美轮美奂	Đẹp lắm
此门派已经闭关戒严，暂时无法进入。	Cơ sở này bị phong tỏa để công khai truy cập
灵契	Hợp đồng linh hồn
获得新的线索：\n[align=center][color=#306BC7]{0}[/color][/align]	Mẹo mới:
灭火	Tắt đèn
上传中，请耐心等待...	Uploading, please be patient…
正准备娱乐一下放松放松	Tôi đang đi nghỉ
{0}({1}岁)	Được rồi
极致	Chế độ trên
寻求门派的求援	Hãy nhờ Cục giúp đỡ
建造炼宝台，并完成一次法宝炼制。	Xây dựng lò sưởi và chế tạo vũ khí ma thuật
绘制符咒的张数	Số kim cương anh vẽ
脱离战斗并尝试逃跑	Rời khỏi cuộc chiến và cố trốn thoát
只有道行精深的修行者（300以上），才能将修炼的感悟寄托于装备。	Chỉ có những nhân vật phải chết trên đỉnh. Họ sẽ có thể niêm phong kiến thức vào các thiết bị
前往	Đi bộ tới
玩家可通过点击该按钮查看任务的相关提示	Người chơi có thể nhấn nút này để xem hướng dẫn liên quan đến nhiệm vụ
全部折叠	Thu nhỏ tất cả
坐西朝东	Quay về phía đông
持续时间：{0:N2}天\n	Thời gian:{0}n2}d
上传存档:{0}结果为:{1}	Tải lên tập tin an toàn:
失败结果	Kết quả thất bại
{0}\n类型：{1}\n致命部位：{2}\n\n影响：{3}	bạo lực:{2}
御丹	Con quái vật
{0}\n[color=#990000](这是一个需要进入地图完成的秘闻)[/color]	[color=#99000] bí mật này chỉ có thể thực hiện được bằng cách nhập vào bản đồ [/color]
[color=#FF0000]下载失败[/color]	[color=#F0000] Không thể tải về [/color]
天劫洗练：{0}次\n	chết cháy trên trời:
存档失败！请检查存档文件是否正常，或者另存为新存档！	Cứu lấy cái két bị hỏng! Vui lòng kiểm tra xem tập tin an toàn là bình thường hay được lưu lại!
完成秘闻太一石匣（秘闻触发后，通过历练，前往南屏村完成。）	Hộp đá Tyey. Khi ngài thúc giục làng Nam Bình hoàn thành nhiệm vụ
摧毁	Tiêu diệt
感觉这些动机不太能认定他们跟此事的关系，或是想得太多了？\n	cảm giác như những động cơ này không thể chứng minh rằng chúng có liên quan đến sự kiện đó, hay có lẽ anh đang suy nghĩ quá nhiều
警告	Cảnh báo
领取失败,请稍后再试!	Giải thưởng thất bại. Xin vui lòng gọi lại sau!
符箓绘制	Vyant
蕴养等级:{0}	Mức cải cách:
绘制符咒：{0}张	Vẽ:
混元属性	Bộ trộn
太真宝典: {0} 已完成	Taijin:{0} hoàn tất
指定归属	Đặt
激活条件:{0}之灵器({1}/{2})\n	bật chương trình:
\n距离下次拍卖会还剩{0}天	vài ngày nữa là đấu giá tiếp theo
刚完成手工作业，准备收拾手工桌	Vừa hoàn thành sáng chế, bàn lau dọn
剩余时间:{0}天{1}时{2}分{3}秒	Ngày cuối cùng:
请选择一个物品或者实体	Chọn một đối tượng hay mục tiêu rắn
门派传闻	Đó là tin đồn
存档校验失败,可能是由于您错误的使用了不属于您的存档	Việc kiểm tra tập tin an toàn bị lỗi. Có thể dùng hồ sơ an toàn không phải của anh
建造	Xây dựng
CloudSave->压缩完成:{0}	Đóng cửa
对话数据	Một cuộc trò chuyện
{1}:{2:F2}\n(先天:{3:F2} 后天:{4:F2})\n{0}	Được rồi
植物成长值减少	Giảm tốc độ tăng trưởng
{0}次	Được rồi
设置交互。	Thiết lập hoạt động
存档	Lưu
加载资源	Đang nạp tài nguyên
木头	Gỗ
非常抱歉！存档失败。\n愤怒的您可能会责怪开发团队，您的确有理由这样做，这本不应该发生。\n我们非常抱歉！请尝试再次存档或者读取旧的存档。\n如果需要支持或者报告问题，请发送邮件至:\nQA@GSQStudio.com。	Chúng tôi rất tiếc bạn không thể ghi lại trò chơi, bạn có thể muốn nổi giận và đổ lỗi cho các nhà phát triển bây giờ và chúng tôi hiểu rằng điều này không nên xảy ra. Xin lỗi. Hãy thử lại hoặc tải về các hồ sơ cũ nếu bạn cần giúp đỡ hoặc cần báo cáo vấn đề. Vui lòng liên lạc với chúng tôi tại QA
蓝布	Quần áo xanh
阵枢：	Trục chính:
消耗	Mọi mục sẵn sàng đã mất
采取处世手段解决问题，某些时候可以收获吸引力或影响值。	Dùng kỹ năng xã hội để giải quyết vấn đề đôi khi có thể thuyết phục hoặc thuyết phục
无需	Không
确认领取仓库所有储存？\n{0}	anh có muốn lấy hết đồ trong kho không
紫布	Một tấm vải màu tím
请选择一个角色	Chọn ký tự
随机生成一个符咒	Bắt đầu ngẫu nhiên
{0}之墓	Nghĩa trang
工作计划是外门的核心策略模块，规定了外门弟子的工作优先级和重心。\n工作优先级越往右越低，可以进行高优先级工作时不会进行低优先级工作。\n[color=#9e6404][特别优先]可以将一个工作优先级提高到所有工作之上[/color]。	lịch làm việc là một chức năng chiến lược mà bạn có thể đặt ưu tiên cho người ngoài. ưu tiên sẽ được hiển thị từ trái sang phải. một công việc có ưu tiên thấp chỉ có thể thực hiện nếu không có việc nào khác có thể được ưu tiên cao hơn. hãy để công việc trở nên quan trọng hơn
屠宰	Cắt
欲寂中求圣，必须达神国境后，在克己状态下保持心境300，神性大于20，持续{0:N1}天。角色悟性越高，需要持续的时间越长。	ĐỂ THEO ĐUỔI TÂM TRÍ THUẦN KHIẾT, NÓ PHẢI BẢO TỒN GIÁ TRỊ CỦA 300. VÀ CÓ HƠN 20 HỒN MA TRONG SUỐT THỜI GIAN CÂU THẦN CHÚ SAU BIÊN GIỚI TEWA. MỘT NGÀY. TRÍ THÔNG MINH CỦA NHÂN VẬT CÀNG NHIỀU, THÌ CÀNG MẤT NHIỀU THỜI GIAN ĐỂ ĐẠT ĐƯỢC TRẠNG THÁI TINH THẦN CỦA ANH TA
真炁消耗: {0:F2}/秒	THUẦN TÚY:
不知道，但是我敢肯定，一定不是因为师兄你……	Tôi không biết. Nhưng tôi khá chắc là không phải vì anh
结丹期	Tạo ra gió
门	Viện
正在前往{0}	Đi bộ tới{0}
外观美化	Đồ họa
狗	Chó
已合练	Tổng
心绪对神国面积的影响。	Một hậu quả đặc biệt của sự đau khổ ảnh hưởng đến kích thước của Dantwa
特殊	Đặc biệt
正在加载，请耐心等待！	Đang nạp đạn. Đợi đã!
(着迷)	(Tiếng kêu)
攻击该角色。	Tấn công nhân vật này
击杀模式	Chế độ giết người
金属性伤害减免	Giảm tổn thất từ các nguyên tố vàng
遇到瓶颈	Vào cổ chai
[temperature]{0:N0}[/temperature]至[temperature]{1:N0}[/temperature]	[temerture] [/tmerture] để [tru cấp] [1:N0] [/tenderture]
重建	Sửa nó đi
当前阵图仍有阵眼，无法删除阵枢	Các mô hình vẫn là dưới trục. Không thể lấy được lõi
\n\n[color=#9e6404]不能共存：[/color]	tôi không biết
 缺少认知\n	sự nhận thức tinh thể
拾取该道具。	Giữ lấy viên đá này
政策	Một chính sách
随机目标	Mục tiêu ngẫu nhiên
神通	Một lời nguyền
{0}→[color=#009900]{1}(相生)[/color]	[color=#0099400]
门派名	Tên văn phòng
[color=#008800](正常)[/color]	[color=#00,800] [/color]
当前存档有更新的进度，是否仍然选择当前进度进行游戏？	Tập tin an toàn hiện thời đã được cải tiến. Bạn còn muốn chọn tập tin an toàn hiện thời để tiếp tục không?
使用者目前并未登入 Steam	Lỗi hệ thống
<font color=#D06508>[法宝]</font>\n	< i>Subjctes</i> </i>
[旁门心得]	[Kinh Thánh ngoài]
神秘	Một câu đố
正在同步	Hát đi
在拆迁建筑时，正快乐的哼着小调	Phá công trình xây dựng trong khi âm nhạc thì vui vẻ
通灵中...\n	biết..
\n并无其他特异之处	không có gì đặc biệt
练习御剑完毕，正觉得畅快淋漓	Làm cho xong đi
\n信仰：{0:N0}({1:N0})	Đức tin:
{0} 缺少产出建筑无法保存	Không chứa kết xuất
未获得通行权	Không thể
刚结束今天的御剑功课	Mới tập xong hôm nay
正在感悟天地	Nó ở trong đầu tôi
房间	Phòng
满	Bom
网络状态异常,请稍后再试	Một mạng lưới bất thường. Vui lòng gọi lại sau
{0}发生灾难：{1}	Thảm họa xảy ra
突破时无法使用道具	Đối tượng này không thể được sử dụng khi bị xâm nhập
图鉴进度：{0}/{1}	Tiến triển từ điển:{0}/{1}
炼化同源之物，以增强自身实力。	Chúng đã làm ra các vật thể giống nhau để tăng cường sức mạnh của chúng
致命绝境	Khủng hoảng
需要选择一个阴效果！	Phải có hậu quả chứ!
瓶颈突破成功	Vượt quá giới hạn
存档正在进行，无法读档，请稍候...\n	không thể nạp trò chơi hãy đợi..
将物品移动到指定位置。	Chuyển đoạn này đến địa điểm đã xác định
[本地蓝图]\n	[ bản thiết kế trong máy]
百分比	Phần trăm
{0}品金丹	lõi vàng{0}
无数次	Vài lần
陵	Những ngọn đồi
高级秘籍	Cấp cao
角色会将该道具搬运至交易区。	Một nhân vật chuyển mọi thứ vào không gian thương mại
显示名字不能为空	Tên của chương trình không rỗng
施放	Bắn
  取消下载	Tải về
修为	Kinh nghiệm
额外灵气:{0:N0}	THÊM TINH THẦN:
(正常工作)	(hãy dùng)
八	Tám
成长期	Tuổi học tập
高级夺舍方式，完全夺取一个无修为活物的身体，无负面作用。	Một con đường cao cấp, sự sở hữu của một sinh vật hoàn toàn bất lực
一张随意为之但充满想象力的符咒，不知道会有什么神奇的效果。	Một con dấu tưởng tượng. Tôi tự hỏi nó có gì tuyệt vời
美	Đẹp lắm
(成熟中)	(Tiếng hát)
听说二师兄昨日已经回山，此番历练又有奇遇……竟然寻得一块星髓，真让人眼红。	bạn tôi vừa về hôm qua với một cuộc phiêu lưu thú vị. tôi ghen tỵ với anh ta
正在拉取文件	Đang lấy tập tin
筑工	Thợ xây
倒地	Thất bại
[color=#ff0000]已达到道行上限[color]\n{0}	[color=#ff000] xúc xắc đã đến giới hạn. [color]
请输入名称!	Hãy điền vào tên!
版筑	Xây dựng
[color=#008800]（已完成）[/color]	[color=#00,800] (hoàn tất)[/color]
[妖形态]\n变身成妖形态	cơ thể quái vật biến thành quái vật
此地	Đây
此经历不可改变。	Không thể sửa nền này
{0}[color=#9e6404][完美][/color]	[#9e6404] [hoàn hảo]
删除成功	Xóa
特殊物品	Đặc biệt
当前没有事件发生	Không có gì xảy ra cả
正在准备工具，去执行缝纫作业	Thiết bị may sẵn sàng
在工作之时，正累的气喘吁吁	Làm việc, thở mệt mỏi
生产数量	Sản phẩm
运气不错，钓到了一条极为珍稀的{0}	Rất may mắn! Rất hiếm
 再见,{0}!\n	tạm biệt
在搬运间余，刚小憩片刻	Chuyển; dừng
珀	Một con ma
该物品不能用于炼制	Vật này không thể giả được
通过输入指定字段生成秘籍	Hãy nhập vào một không gian cụ thể để xây dựng một cuốn Kinh Thánh
盈	Đầy đủ
取消入驻	Hành động
物品[劫灰]数量不足!	Không đủ!
灵性隐隐	Cầu phúc cấp thấp
焚香祈愿，准备开始炼制法宝	Châm hương và đúc; chuẩn bị làm tan chảy vũ khí ma thuật
正在乐呵呵的砍柴中	Tận hưởng việc chặt củi nhé
你失去了{0}\n你获得了{1}点人情	anh thua rồi. anh được cho một mối quan hệ
[color=#FF0000]无阵枢[/color]	[color=#FF 1000] Không có lõi [/color]
在太极天道的影响下，本次随机的范围变得更广了	Dưới tác động của cà vạt trên trời, khu vực của biến cố ngẫu nhiên này gia tăng
文中含有特殊字符，请斟酌后重书。	Văn bản với những nhân vật đặc biệt. Xin hãy viết lại cẩn thận
<font color=#D06508>[秘宝]</font>\n	<i>Subjcts< /i>
正在复制第{0}个文件\n{1}	đang sao chép tập tin chuỗi {0}/{1}
只有术法登峰造极之时才能凝练出术法元灵,指定元灵的术法会在战斗时自动释放	Nó có thể tạo ra một linh hồn ma thuật khi nó đạt tới đỉnh cao của nó. Câu thần chú được chọn sẽ tự động được giải phóng khi chiến đấu
[color=#FF0000]模组商店获取失败[/color]	[color=#F0000] Thất bại
可选：{0}/{1}	Chọn:
战斗	Cuộc chiến
系统设置	Thiết lập
{0} 下载失败，请检查网络连接是否稳定，同时移至Steam下载界面恢复下载	Việc tải về bị lỗi. Hãy kiểm tra xem kết nối Internet của bạn ổn định và đi vào trình đơn tải về của Stepam. Để tiếp tục tải về
系统互动按钮	System Interactive Buttons
尚有角色处于隐匿状态	Có những nhân vật ẩn dấu
{0}\n{1}\n入住天数：{3}\n信仰程度：{4}{2:N0}%{5}\n{6}	Được rồi
\n[align=center][color=#CCCCCC]----未参悟----[/color][/align]	---không học được--[/color] [alig]
外观数量：{0}	Số diện mạo:
{0}发布了一个任务。	Nhiệm vụ
宝物	Kho báu chung
缝制	Cắt
重载SkillTree	Tải biểu đồ kỹ năng
保存成功	Đã ghi âm
在工作时，突然走神	Công việc; mơ về ngày
卯时,日出时分,破晓时分,日始时分,清晨初雾,晨光初露	Khoảng 5 giờ chiều, gà thông báo một ngày mới
不选择任何政策	Không có chính sách
{0}释放的{1}	Thoát ra{1}
运转阵法	Chạy trại máy
灵气:{0:N0}/{1:N0}\n灵宠的灵气在战斗中回复比较缓慢。当灵气为空时灵兽将会死亡，建立对应雕像可以使其重生。\n角色会从环境中吸取灵气	Những câu châm ngôn của linh hồn sẽ dần dần biến mất trong trận chiến, khi nó được sử dụng, con thú linh hồn của ngươi sẽ chết. Bạn có thể tạo ra những bức tượng để hồi sinh chúng. Các nhân vật sẽ hấp thụ những lời tự nhiên của họ
俊	Tuyệt
混元期	Thay đổi thể chất
与{0}的好感度为：{1}\n\n{2}	người yêu thích nhất là:
删除此单位。	Xóa cái này đi
进食	Ăn
蓝图中无可造建筑	Không có công trình xây dựng trong bản thiết kế này
CloudSave->开始拉取云存档:{0}	Bắt đầu lấy các tập tin an toàn trên mây:
代理人	Giám đốc
极其利于	Rất hữu dụng
获得成功{0}({1:N0})次（炼丹，炼器，突破，击败相同或更高境界的敌人）	Hoàn thành thành công{0}{0}_1) liên quan đến điều này: nghẽn mạch, tan chảy vũ khí ma thuật, phá vỡ ranh giới, đánh bại kẻ thù ở cùng cấp độ hoặc cấp cao hơn
最近	Gần đây thôi
练习术法	Tập luyện
<font color=#D06508>[地区属性]</font>\n	<i>Subject=</i>
身体强度：炼体者身躯的综合强度，决定炼体者承受伤害的能力。	Sức mạnh thể chất: Sức mạnh bao trùm thân thể của một huấn luyện viên bất tử. Điều đó quyết định khả năng chịu đựng thiệt hại
秘闻	Bí mật
讲道	Dạy
没有可用神通	Không có khóa học siêu nhiên thực tế
在移除工作之时，正在胡思乱想	Loại bỏ một cái gì đó, mất tập trung vì phân tâm
话外别传存储失败:{0}	Không thể lưu cuối của ký tự:
被悲悯之念萦绕，修行速度，学习速度，心境大幅下降。角色在此状态下战斗时心怀悲悯而心态优越，因此御器技能，术法技能，护体技能均突破极限1级。	Trở thành một người thông cảm, có khả năng lớn lên, học hỏi và tâm trí được giảm đi rất nhiều. Trong trường hợp này, nhân vật trở nên rất thông cảm, vì thế họ càng tin tưởng hơn trong việc chiến đấu cho người khác. Chúng ta cần phải chế tạo một cấp độ vũ khí
食物	Thức ăn
{0}\n[color=#9e6404]不能共存：[/color]	[color=#9e6404] không thể cùng nhau học: [/color]
一只野生的{0}！！！	Rừng!
伪造的	Giả
禁用这个物品,小人不会对其发起主动交互。	Nhân vật sẽ không chạm vào mà không có sự cho phép
上传成功！大约需要10分钟的时间才会在模组订阅面板中出现\n请勿修改并妥善保管当前上传模组文件下的Info文件，用于更新该模组	Uploaded! Your mod will be viewable in the mod subscription menu in about 10 minutes.\nPlease do not modify the .info file of the uploaded mod and keep it for future update of this mod.
等候命令	Chờ lệnh
秘法玄章	Một cuốn sách bí mật
游戏时长	Phát
选择地点	Chọn vị trí
养殖区	Một nông trại
内门弟子：{0}	Nội gián:
选择功法	Chọn lớp văn hóa
根骨	Chờ chút
楼	Tòa nhà
此物品对方根本不需要，毫无价值。	Đây không phải chuyện của người khác
分享字符串错误，无法使用	Không thể dùng lỗi chia sẻ phông chữ
幽淬次数：{0}次\n	giải phóng quỷ dữ:
[color=#306BC7]获得了新的修炼功法：{0}[/color]	[color=#306B7] Lớp văn hóa mới đã nhận:{0}[/color]
刚完成一件锻造作品，准备休息一下	Vừa xong việc
修仙之始	Tái sinh
没有更改内容	Không thay đổi
木属性伤害减免}	Giảm thiệt hại từ các nguyên tố
\n[color=#9e6404]前置条件：[/color]	chính sách gốc: [/color]
{1}\n{0:N0}岁\n{2}	Được rồi
神道修行无法使用灵器\n	một vũ khí ma thuật không thể được mặc bởi một huấn luyện viên thần thánh. - ừ
通灵的	Ánh sáng
矿石	Stones
请选择一个物品	Chọn một đối tượng
不朽金身	Một cơ thể bất tử
处世	Xã hội
{0}心防无法瓦解(坚韧)	Vẫn chưa mở ra.
物品[灵珀]数量不足!	Chưa đủ!
夺取物品	Lấy gì đó đi
解锁了以下建筑：\n	những cấu trúc sau không được mở khóa:
幻影	Quỷ Hắc ám
登录状态过期，即将退出游戏	Tình trạng ghi lưu lưu hạn sử dụng đang rời khỏi trò chơi
元神期的修行者可以以自身的元神分神为载体，将自己对修行的体会寄托于装备之上。	Người nào tập luyện trong cõi vô hình có thể dùng chính linh hồn mình để đóng chặt một số kỹ năng của mình vào thiết bị đó
房间内生效，受房间尺寸影响。	liên lạc:
皮肉	Ngon
设置堂主	Lãnh đạo
劫云灵气	Thánh đường
擦了擦汗，正满意的看着刚种完的田地	Nhìn xem nó thỏa mãn thế nào
当前天气变化为指定的天气	Chọn thời tiết cụ thể
这种东西我们并不需要。	Tôi không muốn nó
应天台的光芒黯淡了下来\n（正在凝聚灵石）	ánh sáng từ trên trời đang mờ dần
{0}倍速\n[keycode]SpeedP[/keycode]  降低速度\n[keycode]SpeedN[/keycode]  提升速度	{0}x Speed\n[keycode]SpeedP[/keycode] Lower Speed\n[keycode]SpeedN[/keycode] Raise Speed
感知列表	Danh sách hiểu
喝东西时好像在思考什么，一脸凝重	Tôi uống rượu trong khi suy nghĩ về một cái gì đó; tôi cảm thấy nghiêm túc
贪婪	Tham lam
材料不足	Không đủ vật liệu
拾取一个物品，注意这可能会惹别人生气。	Lấy một vật
性别:{0}	Tình dục:
道具	Những thứ
已领悟\n	tôi đã học được
山寨	Prague
元神	Linh hồn của bình minh
余{0}次	Được rồi
请选择一个认知思绪	Chọn nhận thức
仅外门	Chỉ là một người ngoài
破乾坤	Vũ trụ nổ tung
该角色正忙	Nhân vật này rất bận
尚未解锁	Vẫn chưa khóa
 或 	Hay..
<font color=#888888>(无风水)</font>	<i> không có heo. </i>
异变消散	Một đột biến
观礼	Tham dự
地形	Phong cảnh
装备	Thiết bị
存档并进入	Lưu trò & chơi
[color=#880000](未激活)[/color]	[color=#80000]
拆除这个建筑。	Rút khỏi tòa nhà này
神秘符咒	Một bí ẩn
在练习护体时突然走神	Trong suốt khóa huấn luyện phòng thủ, những giấc mơ ban ngày
将物品的一个单位放置到置物台上。	Đặt cái gì đó lên bục đi
空白	Trống rỗng
仓库\n该地每日产出和寻觅珍宝所都都会放在这里，满了则无法再获取内容。{0}	các nhà kho, sản phẩm và tài sản mà chúng tôi tìm thấy mỗi ngày, sẽ được lưu trữ ở đây, không thể lưu trữ bất cứ điều gì khác khi nó được lấp đầy
该评论中包含敏感词汇	Lời bình luận này có từ đúng
网络状态异常,即将退出游戏	Có gì đó không ổn
安装建筑	Xây dựng
高帧率	Khung cao
信仰值	Niềm tin
[{0}]瓶颈已突破	[{0] Phá vỡ thành công ranh giới
零	Zero
敌方	Kẻ thù
蕴养	Hút đi
灵宠	Quái vật linh hồn
突破时时节对突破成功率的影响。\n春属木，夏属火，秋属金，冬属水，土属性则在每季末尾最佳。	mùa này sẽ ảnh hưởng đến cơ hội phá hủy cây cối. mùa hè nói đến lửa, mùa thu là vàng và nước. và đất là thời điểm trước mỗi mùa giải
自然与环境	Thiên nhiên, môi trường
正满意的看着自己刚刚安装的建筑	Hãy nhìn vào những điều được thỏa mãn
