ID	Name	Desc	sParam1	sParam2
10024	ผู้ฝึกตนลึกลับ	หลายวันมานี่ท่านได้เดินทางหลบและซ่อนตัวทั้งกลางวันและกลางคืน ในที่สุดท่านก็พบสถานที่ที่ค่อนข้างปลอดภัยและได้พักผ่อนเพื่อฟื้นฟูเรี่ยวแรง ทว่าจู่ๆ ก็ปรากฏแสงสีทองสว่างวาบออกมาและต่อมาก็ได้ปรากฏร่างของชายชราคนหนึ่งก้าวออกมาจากแสงสีทองนั่น		
10025	ผู้ฝึกตนลึกลับ	ผู้ฝึกตนลึกลับได้มองไปรอบๆ ด้วยความคิดลึกซึ้ง แล้วก็ได้หายตัวไปในลำแสงเคลื่อนย้าย		
10026	บทฝึกสอน	ยินดีด้วย! ท่านเข้าใจพื้นฐานการเล่นของ Amazing Cultivation Simulator แล้ว\nต่อไป ท่านสามารถสร้างตัวละครของคุณเองในโหมดคลาสสิกและเริ่มต้นการเดินทางที่แท้จริง\nเชิญท่านเพลิดเพลินไปกับเกม!		
10027	ตาย	นี่เป็นช่วงเวลาที่เลวร้าย เส้นแห่งการฝึกตนของท่านมันจบลงก่อนที่มันจะเริ่มต้นขึ้นด้วยซ้ำ เหลือเพียงผืนดินและท้องทะเลอันกว้างใหญ่ที่จะย้อมไปด้วยบรรยากาศอันเศร้าสลด		
10028	ถูกทำลาย	[TXT]เหลือเพียงผืนดินและท้องทะเลอันกว้างใหญ่ที่จะย้อมไปด้วยบรรยากาศอันเศร้าสลด		
10029	การเริ่มต้นครั้งใหม่	นักเดินทางคนหนึ่งซ่อนตัวอยู่ในภูเขาและซากปรักหักพัง เมื่อไม่มีที่ไป [IT]จึงตัดสินใจที่จะอยู่ที่นี่ชั่วคราว		
10030	ผู้ฝึกตนลึกลับ	ท่านสัมผัสได้ถึงลมหายใจที่อ่อนโยนรอบตัวท่านอยู่ครู่หนึ่ง ก่อนที่มันจะค่อยๆ จางลงและหายไปราวกับว่ามันไม่เคยอยู่ที่นี่...		
10031	โชคชะตาอันดี	[TXT]ได้รับการพัฒนา ทันใดนั้นก็ได้รับชื่อเสียงมากมายและเกิดการเปลี่ยนแปลงอันยิ่งใหญ่		
10032	กลับสำนัก	[NAME] ต้องกลับสำนักเพื่อทำการบำเพ็ญตนทันทีเนื่องจาก[IT]นั้นท่องเที่ยวอยู่นอกสำนักมานานเกินไป		
10033	ได้รับบาดเจ็บ	เนื่องจาก [NAME] ได้รับบาดเจ็บระหว่างการประจำการ ดังนั้น[IT]ต้องกลับไปที่สำนักเพื่อทำการพักฟื้นรักษาอาการบาดเจ็บ		
10034	ปรับตัวได้	หลังจากใช้เวลาอยู่ร่วมกัน [NAME] ก็ได้ปรับตัวกลมกลืนกับคนอื่นๆ ภายในสำนักได้อย่างสมบูรณ์		
10035	กระสับกระส่าย	เมื่อสัมผัสได้ถึงการปรากฏตัวของผู้ฝึกตนขอบเขตแก่นทองคำ [NAME] ที่อาศัยอยู่ที่นี่ก็ดูเหมือนว่าจะกระสับกระส่ายและไม่สบายใจเล็กน้อย...		
10036	ถูกโจมตี	เพื่อป้องกันไม่ให้ท่านเติบโตและแข็งแกร่งไปมากกว่านี้ [NAME] ที่อาศัยอยู่ที่นี่จึงได้ตัดสินใจทำลายท่าน		
10037	กระสับกระส่าย	เมื่อรู้สึกว่าสำนักของท่านอาจไม่ใช่ภัยคุกคาม [NAME] ที่อาศัยอยู่ที่นี่ก็ค่อยๆ ทำตัวอันธพาลขึ้นมาเรื่อยๆ...		
10038	ถูกโจมตี	เมื่อไม่สามารถต้านทานการยั่วยวนของกลิ่นเลือดและเนื้ออันหอมหวานได้อีกต่อไป [NAME] ที่อาศัยอยู่ที่นี่จึงได้ตัดสินใจโจมตีท่าน.		
10039	พัฒนาการ	ด้วยผลกระทบจากสภาพอากาศและปราศที่เหมาะสม ในที่สุด [NAME] ก็ได้พัฒนาร่างและกลายเป็นสัตว์อสูรที่แข็งแกร่ง		
10040	สัตว์อสูรร้าย	ขณะที่ [NAME] ได้มาถึงยังที่นี่ จู่ๆ [IT]ก็รู้สึกถึงรัศมีอันตราย ราวว่ากับมีบางสิ่งที่อัปมงคลวนเวียนอยู่ใกล้ๆ และจากสัญชาตญานของ[IT] [IT]สัมผัสได้ว่าสิ่งๆ นั้นทรงพลังไม่น้อยเลยทีเดียว ดังนั้นควรอยู่ให้ห่างจากที่นี่ดีกว่า		
10041	ถ้ำลึกลับ	จู่ๆ แผ่นดินไหวที่ได้เกิดขึ้นบ่อยครั้งในสำนักของท่านก็ได้หยุดลง และในขณะเดียวกันก็ได้ปรากฏถ้ำลึกลับออกมาบนพื้นดิน ท่านสามารถสัมผัสได้ถึงเจตจำนงที่แข็งแกร่งแต่คลุมเครือของสิ่งมีชีวิตจากภายในถ้ำ ท่านไม่อาจระบุได้ว่ามันคือสิ่งมีชีวิตชนิดไหนกันแน่\nเหล่าผู้ฝึกตนโบราณเริ่มปรากฏให้เห็นบ่อยขึ้นในดินแดนแห่งนี้ บางทีท่านอาจสามารถสอบถามข้อมูลได้จากพวกเขาได้ก็ได้		
10042	ข่มขู่	จู่ๆ ถ้ำลึกลับก็ปลดปล่อยปราณอันน่ากลัวและทรงพลังออกมา มันต้องการให้ท่าน[TXT]		
10043	สักการะ	ท่านได้ทำพิธีสักการะต่อหน้าถ้ำลึกลับและสิ่งมีชีวิตลึกลับภายในถ้ำก็พอใจเป็นอย่างมาก		
10044	พายุฝน	สิ่งมีชีวิตลึกลับภายในถ้ำได้โกรธเกรี้ยวเป็นอย่างมาก และพายุฝนก็โหมกระหน่ำด้วยความโกรธเกรี้ยว	Rainstorm_AllSeason	
10045	ปราณแห้งเหือด	สิ่งมีชีวิตลึกลับภายในถ้ำได้โกรธเกรี้ยวเป็นอย่างมาก และแรงดึงดูดลึกลับจากภายในถ้ำก็ได้ดูดปราณธรรมชาติในบริเวณเข้าไปจนแห้งเหือด	LingRarefiedWave	
10046	ราตรีนิรันดร์	สิ่งมีชีวิตลึกลับภายในถ้ำได้โกรธเกรี้ยวเป็นอย่างมาก และช่วงเวลาแห่งราตรีนิรันดร์ก็เกิดขึ้นอันเป็นผลมาจากความโกรธของมัน	PermanentNight	
10047	ภัยพิบัติสัตว์อสูร	สิ่งมีชีวิตลึกลับภายในถ้ำได้โกรธเกรี้ยวเป็นอย่างมาก และมันได้ดึงดูดสัตว์อสูรจำนวนมากเข้ามาโจมตีสำนักของท่าน		
10048	ภัยพิบัติแห่งสายน้ำ	สิ่งมีชีวิตลึกลับภายในถ้ำได้โกรธเกรี้ยวเป็นอย่างมาก และมันก็สร้างคลื่นยักษ์อันทรงพลังมากวาดล้างทุกสิ่งในบริเวณนี้		
10049	การตื่นของมังกร	สิ่งมีชีวิตลึกลับภายในถ้ำไม่สามารถระงับความโกรธได้อีกต่อไป เสียงคำรามอันดังก้องของมันได้ดังไปไกลหลายพันลี้ หลังจากนั้นก็ได้มีสัตว์อสูรขนาดมหึมาพังทลายถ้ำออกมา		
10050	ร้อนสุดขั้ว	ด้วยเหตุผลที่ไม่ทราบสาเหตุ อุณหภูมิเฉลี่ยในดินแดนแห่งนี้จึงเพิ่มขึ้นอย่างฉับพลัน อุณหภูมิที่เพิ่มสูงขึ้นนี้อยู่ไกลเกินกว่าที่จะเป็นการเปลี่ยนแปลงตามปกติของธรรมชาติ นี่อาจเป็นลางบ่งบอกว่ามีบางสิ่งที่ผิดปกติที่ดินแดนแห่งนี้	Weather_Boss_Drought	
10051	สัตว์อสูรแตกตื่น	ความแห้งแล้งที่รุนแรงได้ทำให้เหล่าสัตว์อสูรแตกตื่นคลุ้มคลั่ง และได้มีสัตว์อสูรบางตัวได้วิ่งตรงมาทางสำนัก	Wolf|Rabbit|Snake|Boar	
10052	ขนนกเพลิงร่วงหล่น	คลื่นความร้อนแผ่กระจายไปทั่วท้องฟ้าและได้มีบางอย่างแปลกๆ ตกลงมา		Item_BossFeng_HuoYu
10053	ภัยแล้งที่ยาวนาน	อุณหภูมิที่สูงขึ้นอย่างต่อเนื่องได้ทำให้เกิดภัยแล้ง อีกทั้งอุณหภูมิก็ดูเหมือนจะสูงขึ้นเรื่อยๆ หากท่านไม่ทำอะไรซักอย่าง สถานการณ์อาจจะเลวร้ายลงไปมากกว่านี้	Weather_Boss_HighTemp	
10054	ฝูงสัตว์แตกตื่น	ดูเหมือนว่าเหล่าสัตว์ได้ตื่นตกใจอะไรบางสิ่งและสิ่งนั้นก็ได้ทำให้มันหวาดกลัวอย่างบ้าคลั่ง ในตอนนี้ได้สัตว์ร้ายที่บ้าคลั่งบางตัวได้วิ่งตรงมายังสำนักของท่าน		
10055	ขนนกเพลิงร่วงหล่น	คลื่นความร้อนแผ่กระจายไปทั่วท้องฟ้าและได้มีบางอย่างแปลกๆ ตกลงมา		Item_BossFeng_HuoYu
10056	เสียงคำรามที่น่ากลัว	หลังจากร่ายมนตร์เพื่อขจัดภัยแล้งอันยาวนานออกไปทุกอย่างก็ดูเหมือนจะเป็นไปได้ด้วยดี ทว่าหลังจากทุกสิ่งทุกอย่างลงชั่วหนึ่งก้านธูป จู่ๆ ก็มีฝูงนกจำนวนมากได้บินออกมาจากภูเขาและต่อมาก็ได้มีเสียงคำรามของสิ่งๆ ดังนั้นทำลายความสงบนี่		
10057	หงส์เพลิงปรากฏ	หงส์เพลิงได้ปรากฏตัวออกมาด้วยปราณธาตุไฟอันร้อนแรง		
10058	ราตรีนิรันดร์มาเยือน	ด้วยเหตุผลบางประการ จู่ๆ พลังของหยินและหยางแห่งสวรรค์และโลกก็ได้ตกอยู่ในความโกลาหล ส่งผลให้ค่ำคืนอันมืดมิดได้ปกคลุมไปทั่วสำนักของท่าน		
10059	ไข่แห่งหยิน	จู่ๆ ก็มีไข่แปลกๆ ปรากฏขึ้นใกล้ๆ กับสำนักของท่านในตอนเที่ยงคืนและดูเหมือนว่าจะมีอะไรบางอย่างซ่อนอยู่ในไข่ใบนั้น...		
10060	ทิวานิรันดร์มาเยือน	ด้วยเหตุผลบางประการ จู่ๆ พลังของหยินและหยางแห่งสวรรค์และโลกก็ได้ตกอยู่ในความโกลาหล ส่งผลให้ทุกช่วงเวลาในสำนักของท่านกลายเป็นช่วงเวลากลางวัน ท่านไม่รู้ว่าความโกลาหลนี้จะดำเนินต่อไปอีกนานแค่ไหน		
10061	ไข่แห่งหยาง	จู่ๆ ก็มีไข่แปลกๆ ปรากฏขึ้นใกล้ๆ กับสำนักของท่านในตอนเที่ยงวันและดูเหมือนว่าจะมีอะไรบางอย่างซ่อนอยู่ในไข่ใบนั้น...		
10062	มังกรเทียนได้ตื่นขึ้น	ในที่สุดหยินและหยางที่ไร้ความสมดุลก็ได้ปั่นป่วนก็ถึงขีดสุด หลังจากนั้นจึงมีเสียงถอนหายใจดังยาวออกมาพร้อมๆ กับปรากฏร่างของสิ่งมีชีวิตขนาดใหญ่ก็โผล่ออกมาจากท้องฟ้า!		
10063	ไข่ประหลาดฟักตัว	เมื่อไข่ประหลาดได้ฟักตัวออกมา ลมปราณหยินหยางแห่งสวรรค์และโลกเริ่มตกอยู่ในความสับสนวุ่นวาย!		
10064	ไข่ประหลาดแตกออก	เมื่อไข่ประหลาดถูกทำลาย ลมปราณหยินหยางแห่งสวรรค์และโลกเริ่มตกอยู่ในความสับสนวุ่นวาย!		
10065	การเปลี่ยนแปลงครั้งใหญ่	เมื่อเร็วๆ นี้ พลังปราณฟ้าดินจู่ๆ ก็ปะทุขึ้นมาอย่างกะทันหันในพื้นที่ห่างไกลจากตัวเมืองของที่ราบตอนกลาง ในตอนแรกไม่มีใครสนใจมัน พวกเขาคิดว่านี่เป็นปรากฏการประหลาดธรรมดาทั่วไป อย่างไรก็ตาม เมื่อเวลาผ่านไป ทุกคนค้นพบว่าขนาดและความรุนแรงของการปะทุของปราณนั้นยิ่งถี่และรุนแรงขึ้น ซึ่งพิสูจน์ได้ว่าแท้จริงแล้วปรากฏการณ์ในครั้งนี้มันเป็นการเปลี่ยนแปลงครั้งใหญ่ที่จะส่งผลกระทบต่อผู้ฝึกตนทุกคน\nในตอนนี้ ผลพวงของการปะทุของปราณได้แพร่กระจายมายังสำนักของท่าน ในขณะที่เหล่าผู้ฝึกตนกำลังเพลิดเพลินกับปราณแห่งฟ้าดินอันอุดมสมบูรณ์นี้ ทว่าภายในใจของทุกคนก็อดไม่ได้ที่จะสงสัยว่าการเปลี่ยนแปลงครั้งนี้มันหมายถึงอะไร...	LingUpWave_Sp	
10066	กระแสปราณพันปี	เป็นเวลาหลายวันแล้วที่นับตั้งแต่เหตุการณ์การปะทุของปราณได้แพร่กระจายไปทั่วโลก จากการอ่านเอกสารเก่า สำนักใหญ่ที่มีชื่อเสียงได้หารือกันและในที่สุดก็ตัดสินใจว่ามันเป็นกระแสของปราณแห่งฟ้าดินที่จะเพิ่มขึ้นทุกๆ 3,000 ปี และผลกระทบจากกระแสปราณฟ้าดินนับพันปีนี้ทำให้เหล่าผู้ฝึกตยโบราณบางคนที่หลับไปด้วยเหตุผลบางอย่างก็ได้ฟื้นตื่นขึ้นทีมาละคน\n ในสมัยโบราณนั้นไม่มีระเบียบกฎเกณ์ฑ์มากเฉกเช่นในปัจจุบัน ในอดีตมีเพียงความคิดที่ว่าผู้แข็งแกร่งกินผู้อ่อนแอเท่านั้น และด้วยการที่เหล่าผู้ฝึกตนโบราณเช่นนี้ได้ปรากฎขึ้นมาบนโลกก็ได้ก่อให้เกิดความโกลาหลวุ่นวายในโลกแห่งผู้ฝึกตนไม่น้อย...		
10067	ภัยพิบัติในป่าแดนใต้	เมื่อผู้ฝึกตนในบริเวณใกล้เคียงมาถึง พวกเขาก็พบว่าภูเขาและแม่น้ำทั้งหมดในอาณาบริเวณหลายร้อยลี้ได้กลายจมอยู่ใต้น้ำแล้ว และพวกเขาก็สัมผัสได้ถึงไอปีศาจที่แผ่กระจายออกมาอย่างหนาแน่นอีกด้วย\nดูเหมือนว่าสัตว์โบราณบางตัวที่ซ่อนตัวอยู่ในภูเขาและทะเลสาบจะได้รับผลกระทบจากกระแสปราาณพันปีและกลับมาเคลื่อนไหวอีกครั้ง		
10068	เสียงจากใต้พิภพ	เหตุการณ์กระแสปราณพันปีได้ผ่านพ้นไปนานกว่าหนึ่งเดือนแล้ว ในระหว่างนั้นเหล่าผู้ฝึกตนโบราณและสัตว์อสูรลบรรพกาลก็กลับมาเคลื่อนไหวอีกครั้ง... นี่จึงทำให้โลกแห่งการฝึกตนนั้นมีการเปลี่ยนแปลงเป็นอย่างมาก อย่างไรก็ตาม เมื่อเวลาผ่านไป โลกแห่งการฝึกตนก็ค่อยๆ ฟื้นคืนเสถียรภาพใหม่และดูเหมือนว่าทุกอย่างจะกลับมาเป็นปกติอีกครั้งหนึ่ง\nอย่างไรก็ตาม ดูเหมือนว่าจะมีเหตุการณ์แผ่นดินไหวเกิดขึ้นอยู่บ่อยครั้งที่สำนักของท่าน บางที่นี่อาจเป็นลางบอกเหตุอะไรบางอย่าง...		
10069	การบุกรุกของผู้ฝึกตนโบราณ	หลังจากที่ทำการค้นหาอย่างละเอียด ในที่สุดผู้ฝึกตนโบราณผู้นี้ก็ค้นพบสำนักของท่านจนได้		
10070	อสูรร้ายตื่นขึ้น	สัตว์อสูรเจ้าถิ่นของที่แห่งนี้ได้ตื่นขึ้น		
10071	ทัณฑ์สังหารมังกร	พลังแห่งทัณฑ์สวรรค์ได้ทำลายพลังชีวิตของมังกรที่ยังฟักไม่เต็มที่......		
10072	ความวุ่นวายจากต่างโลก	มีข่าวลือกันว่ากลางมหาสมุทรได้มีช่องว่างมิติที่เป็นประตูสู่อีกโลกหนึ่งจู่ๆ ก็ได้เปิดออกอย่างกะทันหัน และสมบัติล้ำค่าหลายชิ้นที่พุ่งออกมาจากรอยแยกนั่นก็ได้กระจัดกระจายไปทั่วโลก ท่านสัมผัสได้ถึงสิ่งแปลกๆ ที่เกิดขึ้น ดูเหมือนว่าท่านจะมีความเชื่อมโยงทางจิตวิญญาณกับสมบัติเหล่านี้ ทว่าในการค้นหาพวกมันก็จำเป็นต้องใช้ความระมัดระวังเป็นอย่างมาก		
10073	ความวุ่นวายจากต่างโลก	มีข่าวลือกันว่ากลางมหาสมุทรได้มีช่องว่างมิติที่เป็นประตูสู่อีกโลกหนึ่งจู่ๆ ก็ได้เปิดออกอย่างกะทันหัน และสมบัติล้ำค่าหลายชิ้นที่พุ่งออกมาจากรอยแยกนั่นก็ได้กระจัดกระจายไปทั่วโลก ท่านสัมผัสได้ถึงสิ่งแปลกๆ ที่เกิดขึ้น ดูเหมือนว่าท่านจะมีความเชื่อมโยงทางจิตวิญญาณกับสมบัติเหล่านี้ ทว่าในการค้นหาพวกมันก็จำเป็นต้องใช้ความระมัดระวังเป็นอย่างมาก		
10074	ความวุ่นวายจากต่างโลก	มีข่าวลือกันว่ากลางมหาสมุทรได้มีช่องว่างมิติที่เป็นประตูสู่อีกโลกหนึ่งจู่ๆ ก็ได้เปิดออกอย่างกะทันหัน และสมบัติล้ำค่าหลายชิ้นที่พุ่งออกมาจากรอยแยกนั่นก็ได้กระจัดกระจายไปทั่วโลก ท่านสัมผัสได้ถึงสิ่งแปลกๆ ที่เกิดขึ้น ดูเหมือนว่าท่านจะมีความเชื่อมโยงทางจิตวิญญาณกับสมบัติเหล่านี้ ทว่าในการค้นหาพวกมันก็จำเป็นต้องใช้ความระมัดระวังเป็นอย่างมาก		
10075	ความวุ่นวายจากต่างโลก	มีข่าวลือกันว่ากลางมหาสมุทรได้มีช่องว่างมิติที่เป็นประตูสู่อีกโลกหนึ่งจู่ๆ ก็ได้เปิดออกอย่างกะทันหัน และสมบัติล้ำค่าหลายชิ้นที่พุ่งออกมาจากรอยแยกนั่นก็ได้กระจัดกระจายไปทั่วโลก ท่านสัมผัสได้ถึงสิ่งแปลกๆ ที่เกิดขึ้น ดูเหมือนว่าท่านจะมีความเชื่อมโยงทางจิตวิญญาณกับสมบัติเหล่านี้ ทว่าในการค้นหาพวกมันก็จำเป็นต้องใช้ความระมัดระวังเป็นอย่างมาก		
10076	แยกทาง	เหตุใดท่านถึงส่งข้าไปเป็นของขวัญให้แก่[TXT]กัน?		
10077	จุติสวรรค์	[NAME] ได้บรรลุจิตเทพจนถึงระดับสูงสุด ทำให้ไม่ทรงเหลือความรู้สึกและอารมณ์ของมนุษย์อีกต่อไป [IT]ได้ตัดความสัมพันธ์ทางโลกทั้งหมดทิ้งไปและทำการจุติขึ้นอยู่แดนสวรรค์	SeeGod	
10078	ศาลาการค้าประกาศลงโทษ	เนื่องจากพฤติกรรมที่หยาบคายของท่าน ทางศาลาการค้าจึงได้ตัดสินใจขึ้นบัญชีดำท่านจากรายชื่อลูกค้าของพวกเขาตลอดไป		
10079	แก้แค้น	ผู้อาวุโสและสหายของ [TXT] มาที่สำนักของท่านด้วยท่าทางโกรธเกรี้ยวและอุกอาจเพื่อมาขอคำขอโทษและคำอธิบายจากท่าน	Rich	
10080	แก้แค้น	[TXT] ได้ทำการทรยศต่อสำนักของตนเองก็เพราะท่านเป็นต้นเหตุ เหล่าผู้อาวุโส, อาจารย์, และสหายของ[IT]รู้สึกโกรธเป็นอย่างมากและได้มายังที่นี่เพื่อขอคำขอโทษและคำอธิบายจากท่าน		
10081	ความสัมพันธ์	ศิษย์ของ[TXT]ได้ทำการทรยศต่อสำนักของตนเองก็เพราะท่านเป็นต้นเหตุ แต่เนื่องจากท่านและ[TXT]นั้นมีความสัมพันธ์ที่ดีต่อกัน ผู้อาวุโสระดับสูงของพวกเขาจึงได้สั่งให้ปล่อยผ่านเรื่องนี้ไปซะ\n(ค่าความสัมพันธ์ลดลง)		
10082	ความสัมพันธ์	ศิษย์ของ[TXT]ได้ทำการทรยศต่อสำนักของตนเองก็เพราะท่านเป็นต้นเหตุ แต่เนื่องจากท่านและ[TXT]นั้นมีความสัมพันธ์ที่ดีต่อกัน พวกเขาจึงปล่อยผ่านเรื่องนี้ไปโดยไม่ถือสาหาความ ทว่าระดับความสัมพันธ์ที่ท่านมีนั้นไม่เพียงพอที่จะหยุดไม่ให้พวกเขาดำเนินการอะไรบางอย่างลับหลังท่าน\n(ค่าความสัมพันธ์ลดลง)		
10083	ตัวแทนศาลาการค้าได้มาเยือน	[NAME] ผู้เป็นตัวแทนจากศาลาการค้าได้มาเยี่ยมท่านและจะพักอาศัยอยู่ที่นี่เป็นเวลา 1 วัน		
10084	หวนกลับจากต่างโลก	เมื่อไม่กี่วันก่อน กลุ่มพ่อค้าแห่งศาลาการค้าจู่ๆ ก็ได้หายตัวไปขณะที่ทำการสำรวจรอยแยกต่างโลก เมื่อทุกคนคิดว่าเหล่าพ่อค้าเหล่านั้นคงจะไม่ได้กลับมาอักแล้ว จู่ๆ รอยแยกต่างโลกก็ได้เปิดออกอีกครั้งและพ่อค้าทั้งหมดที่หายไปก็ได้กลับออกมาอย่างปลอดภัย พวกเขาแม้กระทั่งนำของแปลกๆ มากมายจากต่างโลกมาด้วย\nอย่างไรก็ตาม สิ่งของจำนวนมากจากโลกอื่นเหล่านั้นได้นำพาวิถีแห่งสวรรค์ของโลกมาด้วย ภายใต้อิทธิพลของวิถีแห่งสวรรค์จากโลกอื่นก็ได้ก่อให้เกิดการเปลี่ยนแปลงบางอย่างกับวิถีสวรรค์ของโลกใบนี้ แม้แต่มังกรเทียนที่เป็นตัวแทนวิถีหยินหยางแห่งสวรรค์และโลกเองก็ยังดูแปลกไปเล็กน้อย...		
10085	การตื่นรู้ของหมี		Bear,10,10,10,10,10,3,Target,,3	ที่[TXT] หมีตัวหนึ่งได้ตระหนักรู้ "[FRAG]" ได้โดยบังเอิญและได้เกิดการตื่นรู้ขึ้น
10086	การตื่นรู้ของกระต่าย		Rabbit,10,10,10,10,10,3,Target,,3	ที่[TXT] กระต่ายตัวหนึ่งได้ตระหนักรู้ "[FRAG]" ได้โดยบังเอิญและได้เกิดการตื่นรู้ขึ้น
10087	การตื่นรู้ของไก่		Chicken,10,10,10,10,10,3,Target,,3	ที่[TXT] ไก่ตัวหนึ่งได้ตระหนักรู้ "[FRAG]" ได้โดยบังเอิญและได้เกิดการตื่นรู้ขึ้น
10088	การตื่นรู้ของหมาป่า		Wolf,10,10,10,10,10,3,Target,,3	ที่[TXT] หมาป่าตัวหนึ่งได้ตระหนักรู้ "[FRAG]" ได้โดยบังเอิญและได้เกิดการตื่นรู้ขึ้น
10089	การตื่นรู้ของงู		Snake,10,10,10,10,10,3,Target,,3	ที่[TXT] งูตัวหนึ่งได้ตระหนักรู้ "[FRAG]" ได้โดยบังเอิญและได้เกิดการตื่นรู้ขึ้น
10090	การตื่นรู้ของหมูป่า		Boar,10,10,10,10,10,3,Target,,3	ที่[TXT] หมูป่าตัวหนึ่งได้ตระหนักรู้ "[FRAG]" ได้โดยบังเอิญและได้เกิดการตื่นรู้ขึ้น
10091	การตื่นรู้ของกบ		Frog,10,10,10,10,10,3,Target,,3	ที่[TXT] กบตัวหนึ่งได้ตระหนักรู้ "[FRAG]" ได้โดยบังเอิญและได้เกิดการตื่นรู้ขึ้น
10092	การตื่นรู้ของเต่า		Turtle,10,10,10,10,10,3,Target,,3	ที่[TXT] เต่าตัวหนึ่งได้ตระหนักรู้ "[FRAG]" ได้โดยบังเอิญและได้เกิดการตื่นรู้ขึ้น
10093	การตื่นรู้ของแมว		Cat,10,10,10,10,10,3,Target,,3	ที่[TXT] แมวตัวหนึ่งได้ตระหนักรู้ "[FRAG]" ได้โดยบังเอิญและได้เกิดการตื่นรู้ขึ้น
10094	การตื่นรู้ของเสือ		Tiger,10,10,10,10,10,3,Target,,3	ที่[TXT] เสือตัวหนึ่งได้ตระหนักรู้ "[FRAG]" ได้โดยบังเอิญและได้เกิดการตื่นรู้ขึ้น
10095	การตื่นรู้ของกระทิง		Cattle,10,10,10,10,10,3,Target,,3	ที่[TXT] กระทิงตัวหนึ่งได้ตระหนักรู้ "[FRAG]" ได้โดยบังเอิญและได้เกิดการตื่นรู้ขึ้น
10096	ปัญญารู้แจ้งจากอาจารย์	ด้วยความโชคดีเป็นอย่างยิ่ง [NAME] ได้รับปัญญารู้แจ้งจาก [TNAME] ในช่วงเวลา [TIME] และได้กลายเป็นวัตถุวิญญาณ		
10097	โลกแห่งวัตถุวิญญาณ	ด้วยความโชคดีเป็นอย่างยิ่ง [NAME] ได้รับปราณแห่งฟ้าดินในช่วง[WEATHER]และได้ปลุกสติปัญญาของตนเองและได้กลายเป็นวัตถุวิญญาณ		
10098	การตื่นรู้ของวัตถุวิญญาณ	ด้วยความโชคดีเป็นอย่างยิ่ง [NAME] ได้ใช้เวลาอยู่ข้างกาย [TNAME] มานานและได้ค่อยๆ ซึมซับปราณแห่งฟ้าดินจนวันหนึ่งก็ได้เกิดปัญญารู้แจ้งและได้ปลุกสติปัญญาของตนเองขึ้น ในที่สุดก็เกิดการตื่นรู้จนกลายเป็นวัตถุวิญญาณ		
10099	การตื่นรู้ของหมี		Bear,10,10,10,10,10,3,Emotion,,3	ที่[TXT] ด้วยเหตุผลบางประการ หมีตัวหนึ่งได้บังเอิญ "[FRAG]" หลายต่อหลายครั้งจนเกิดการตื่นรู้ขึ้น
10100	การตื่นรู้ของกระต่าย		Rabbit,10,10,10,10,10,3,Emotion,,3	ที่[TXT] ด้วยเหตุผลบางประการ กระต่ายตัวหนึ่งได้บังเอิญ "[FRAG]" หลายต่อหลายครั้งจนเกิดการตื่นรู้ขึ้น
10101	การตื่นรู้ของไก่		Chicken,10,10,10,10,10,3,Emotion,,3	ที่[TXT] ด้วยเหตุผลบางประการ ไก่ตัวหนึ่งได้บังเอิญ "[FRAG]" หลายต่อหลายครั้งจนเกิดการตื่นรู้ขึ้น
10102	การตื่นรู้ของหมาป่า		Wolf,10,10,10,10,10,3,Emotion,,3	ที่[TXT] ด้วยเหตุผลบางประการ หมาป่าตัวหนึ่งได้บังเอิญ "[FRAG]" หลายต่อหลายครั้งจนเกิดการตื่นรู้ขึ้น
10103	การตื่นรู้ของงู		Snake,10,10,10,10,10,3,Emotion,,3	ที่[TXT] งูตัวหนึ่งได้ตระหนักรู้ "[FRAG]" ได้โดยบังเอิญและได้เกิดการตื่นรู้ขึ้น
10104	การตื่นรู้ของหมูป่า		Boar,10,10,10,10,10,3,Emotion,,3	ที่[TXT] ด้วยเหตุผลบางประการ หมูป่าตัวหนึ่งได้บังเอิญ "[FRAG]" หลายต่อหลายครั้งจนเกิดการตื่นรู้ขึ้น
10105	การตื่นรู้ของกบ		Frog,10,10,10,10,10,3,Emotion,,3	ที่[TXT] ด้วยเหตุผลบางประการ กบตัวหนึ่งได้บังเอิญ "[FRAG]" หลายต่อหลายครั้งจนเกิดการตื่นรู้ขึ้น
10106	การตื่นรู้ของเต่า		Turtle,10,10,10,10,10,3,Emotion,,3	ที่[TXT] ด้วยเหตุผลบางประการ เต่าตัวหนึ่งได้บังเอิญ "[FRAG]" หลายต่อหลายครั้งจนเกิดการตื่นรู้ขึ้น
10107	การตื่นรู้ของแมว		Cat,10,10,10,10,10,3,Emotion,,3	ที่[TXT] ด้วยเหตุผลบางประการ แมวตัวหนึ่งได้บังเอิญ "[FRAG]" หลายต่อหลายครั้งจนเกิดการตื่นรู้ขึ้น
10108	การตื่นรู้ของเสือ		Tiger,10,10,10,10,10,3,Emotion,,3	ที่[TXT] ด้วยเหตุผลบางประการ เสือตัวหนึ่งได้บังเอิญ "[FRAG]" หลายต่อหลายครั้งจนเกิดการตื่นรู้ขึ้น
10109	การตื่นรู้ของกระทิง		Cattle,10,10,10,10,10,3,Emotion,,3	ที่[TXT] ด้วยเหตุผลบางประการ กระทิงตัวหนึ่งได้บังเอิญ "[FRAG]" หลายต่อหลายครั้งจนเกิดการตื่นรู้ขึ้น
