ID	Name	Desc
3049	ปรมาจารย์เหินสวรรค์	ทำให้ศิษย์เหินสวรรค์ที่ความยาก ทัณฑ์ฟ้า VII หรือสูงกว่า
3052	มือใหม่พิชิตโลก	พิชิตทุกสำนักที่ความยาก ทัณฑ์ฟ้า I หรือสูงกว่า
3055	มือโปรพิชิตโลก	พิชิตทุกสำนักที่ความยาก ทัณฑ์ฟ้า IV หรือสูงกว่า
3058	ปรมาจารย์พิชิตโลก	พิชิตทุกสำนักที่ความยาก ทัณฑ์ฟ้า VII หรือสูงกว่า
3061	วิถีค่ายกล	เรียนคัมภีร์ค่ายกลครั้งแรก
3062	ค่ายกลโบราณ	เรียนค่ายกลโบราณครั้งแรก
3063	จำนวนน้อยแต่เป็นหนึ่ง	ตั้งค่ายกลครั้งแรก
3064	ตำนานกำเนิดใหม่	ตั้งค่ายกลโบราณครั้งแรก
3065	หน่วยงานโลกีย์	มอบหมาย “หน่วยงาน” ให้ศิษย์ครั้งแรก
3066	สำรวจโลก	ตั้งและมอบหมายหน่วยงานครบทุกเมืองและพื้นที่
3067	ฉลาดล้ำธรรมชาติ	สร้าง “มหัศจรรย์” สำเร็จ
3068	หยุดให้หมด	สร้างมหัศจรรย์ครบทุกชนิด
3069	เสียงประชาชน	ได้ผู้ศรัทธามากกว่า 20,000 คนจากเหตุการณ์นโยบายครั้งเดียว
3070	ศาสนาใหญ่	ทำให้ประชากรในเมือง/พื้นที่เดียวศรัทธาสำนัก ≥40%
3071	มิชชันนารี	ทำให้ประชากรทุกเมือง/พื้นที่ศรัทธาสำนัก ≥40%
3072	เชิญฟังประกาศ	เข้าร่วมประมูลครั้งแรก
3073	อยากได้หมดสินะ	ซื้อของหมดทั้งงานประมูล
3074	ลงเงิน!	ซื้อของลึกลับในงานประมูล
3075	ดีลเฮงๆ	ประมูลได้ของในราคาต่ำกว่าตลาด
3076	ชนะไหมเนี่ย	ประมูลได้ของด้วยราคามากกว่าตลาด 10 เท่า
3077	แลกเปลี่ยนเท่าเทียม	ค้าขายกับพ่อค้าเร่ครั้งแรก
3078	ชิ้นสุดท้าย	กว้านซื้อศิลาแห่งชี่ของพ่อค้าเร่หมด
3079	อย่าฆ่าแม่ไก่	สังหารพ่อค้าเร่
3080	ช่วยทันเวลา	ได้แต้มสายสัมพันธ์ 1 จากสำนัก NPC
3081	เพื่อนซี้	ได้แต้มสายสัมพันธ์ 10 จากสำนักเดียว
3082	ช่วยด้วย!!!	ยืมศิษย์ครั้งแรก
3083	หนึ่งเพื่อทั้งหมด	ยืมศิษย์ 4 คนพร้อมกันจาก 4 สำนักต่างกัน
3084	ถูกใจใช่เลย	มอบของโปรดแก่หัวหน้าสำนักระหว่างเยี่ยมเยียนอย่างเป็นทางการ
3085	โลกกว้างใหญ่	เข้าสู่แผนที่ธรรมชาติครั้งแรก
3086	แค่ผ่านทาง	เข้าสู่แผนที่ของสำนักครั้งแรก
3087	ของทั้งหมดเป็นของข้า	เก็บไอเทมในแผนที่ธรรมชาติครั้งแรก
3088	เดี๋ยวนี้หรือไม่ก็ไม่มีวัน	ฉกสมบัติในแผนที่สำนักขณะกำลังซ่อนตัว
3089	พิชิต: สำนักเรือนร่มเงา	พิชิตสำนักเรือนร่มเงา
3090	พิชิต: พระราชวังคุนหลุน	พิชิตพระราชวังคุนหลุน
3091	พิชิต: วังโดมฟ้า	พิชิตวังโดมฟ้า
3092	พิชิต: วิหารเมฆม่วง	พิชิตวิหารเมฆม่วง
3093	พิชิต: สำนักเอกภาพเร้นลับ	พิชิตสำนักเอกภาพเร้นลับ
3094	พิชิต: วิหารบัวฟ้า	พิชิตวิหารบัวฟ้า
3095	พิชิต: สำนักย่ำสนธยา	พิชิตสำนักย่ำสนธยา
3096	พิชิต: เขาร้อยแมลง	พิชิตเขาร้อยแมลง
3097	พิชิต: หลุมพินาศ	พิชิตหลุมพินาศ
3098	พิชิต: สำนักเจ็ดสังหาร	พิชิตสำนักเจ็ดสังหาร
3099	พิชิต: สำนักเริงรมย์	พิชิตสำนักเริงรมย์
3100	พิชิต: วิหารมาร	พิชิตวิหารมาร
3101	พิชิตโลกบำเพ็ญ	พิชิตทุกสำนักบำเพ็ญเพียร
3102	ผู้ตีแผ่โลก	พิชิตทุกสำนัก NPC และทำให้ประชากรทุกเมือง/พื้นที่ศรัทธาสำนัก ≥40%
3103	สวัสดีครั้งแรก	เข้าสังคมครั้งแรก
3104	ปมในใจเรา	รู้จักความยึดติดของผู้อื่นครั้งแรก
3105	เล่นด้วยหัวใจ	ทำลายกำแพงใจครั้งแรก
3106	ให้พาชมสำนัก	เชิญผู้อื่นมาเยี่ยมสำนักครั้งแรก
3107	ความจริงเปิดเผย	แก้ปริศนาสำเร็จ
3108	สัตว์วิญญาณ: สุนัขสวรรค์	ได้สุนัขสวรรค์
3109	สัตว์วิญญาณ: จิ้งจอกวิญญาณ	ได้จิ้งจอกวิญญาณ
3110	สัตว์วิญญาณ: มังกรลอย	ได้มังกรลอย
3111	สัตว์วิญญาณ: ฟีนิกซ์ดำ	ได้ฟีนิกซ์ดำ
3112	เติบโตเต็มที่	ปลุกสัตว์วิญญาณจนตื่นเต็มที่
3113	มิตรแห่งสัตว์	ทำให้สัตว์ตื่นรู้
3114	แปลงกาย: 5 ชิ้นส่วน	ช่วยเหยาหลายที่มีเศษปัญญา ≥5 ผ่านทัณฑ์แปลงกาย
3115	แปลงกาย: 7 ชิ้นส่วน	ช่วยเหยาหลายที่มีเศษปัญญา ≥7 ผ่านทัณฑ์แปลงกาย
3116	แปลงกาย: 9 ชิ้นส่วน	ช่วยเหยาหลายที่มีเศษปัญญา ≥9 ผ่านทัณฑ์แปลงกาย
3117	ทนทัณฑ์ฟ้า	ผ่านทัณฑ์บรรลุผล 5 ครา
3118	อายุยืนไร้เทียม	ผ่านทัณฑ์อายุขัย 5 ครา
3119	ศาสนาของตน	ตั้งรูปสลักศรัทธาในเมืองและเชื่อมกับผู้บำเพ็ญ “เทพ道”
3120	องครักษ์ของตน	แต่งตั้งองครักษ์
3121	ลัทธิของตน	ได้สาวกแกนกลาง
3122	ผู้ศรัทธาของตน	ทำความปรารถนา “มหากาพย์” ของผู้ศรัทธาสำเร็จ
3123	ศาสนวัตถุของตน	อัปเกรด “ศาสนวัตถุศักดิ์สิทธิ์” ถึงชั้น 15
3124	แดนศักดิ์สิทธิ์ของตน	ขยายแดนศักดิ์สิทธิ์ด้วยการรอดทัณฑ์หลุดพ้น
3125	จิตแห่งตน	ถึงสภาวะจิตสูงสุดของการบำเพ็ญ “เทพ道”
3126	สวด: อสนีสวรรค์	เรียน “คัมภีร์อสนีสวรรค์”
3127	สร้าง: อสนีสวรรค์	สถาปนาแดนศักดิ์สิทธิ์ด้วย “คัมภีร์อสนีสวรรค์”
3128	บรรลุ: อสนีสวรรค์	สร้างแดนศักดิ์สิทธิ์ด้วย “อสนีสวรรค์” ได้ขนาดสูงสุด
3129	เหินสวรรค์: อสนีสวรรค์	เหินสวรรค์ด้วยการศึกษาคัมภีร์อสนีสวรรค์
3130	สวด: แปดจักรวาล	เรียน “คัมภีร์แปดจักรวาล”
3131	สร้าง: แปดจักรวาล	สถาปนาแดนศักดิ์สิทธิ์ด้วย “คัมภีร์แปดจักรวาล”
3132	บรรลุ: แปดจักรวาล	สร้างแดนศักดิ์สิทธิ์ด้วย “แปดจักรวาล” ได้ขนาดสูงสุด
3133	เหินสวรรค์: แปดจักรวาล	เหินสวรรค์ด้วยการศึกษาคัมภีร์แปดจักรวาล
3134	สวด: โปรดวิญญาณนรก	เรียน “คัมภีร์โปรดวิญญาณนรก”
3135	สร้าง: โปรดวิญญาณนรก	สถาปนาแดนศักดิ์สิทธิ์ด้วย “คัมภีร์โปรดวิญญาณนรก”
3136	บรรลุ: โปรดวิญญาณนรก	สร้างแดนศักดิ์สิทธิ์ด้วย “โปรดวิญญาณนรก” ได้ขนาดสูงสุด
3137	เหินสวรรค์: โปรดวิญญาณนรก	เหินสวรรค์ด้วยการศึกษาคัมภีร์โปรดวิญญาณนรก
3138	แก่นลวงตา	ได้ “สารัตถ์มายา” ผ่านการหายใจ
3139	แก่นเมฆา	ได้ “สารัตถ์นิมบัส” ผ่านการหายใจ
3140	แก่นเพลิง	ได้ “สารัตถ์อิกนิส” ผ่านการหายใจ
3141	แก่นจันทรา	ได้ “สารัตถ์อควาลูนา” ผ่านการหายใจ
3142	กายสูงสุด	เปิด “กายลับ” ครั้งแรก
3143	กรำศึก	สะสม “ชุบเกราะ” 100 ชั้น
3144	เบื้องต้น: เอกภาพปฐมภูมิ	เรียน “กายแห่งเอกภาพปฐมภูมิ”
3145	เหินสวรรค์: เอกภาพปฐมภูมิ	เหินสวรรค์ด้วย “กายแห่งเอกภาพปฐมภูมิ”
3146	เบื้องต้น: หลอมถึกเถื่อน	เรียน “กายหลอมเถื่อน”
3147	เหินสวรรค์: หลอมถึกเถื่อน	เหินสวรรค์ด้วย “กายหลอมเถื่อน”
3148	เบื้องต้น: เผ่าพันธุ์บรรพ์	เรียน “กายเหยาหลายบรรพ์”
3149	เหินสวรรค์: เผ่าพันธุ์บรรพ์	เหินสวรรค์ด้วย “กายเหยาหลายบรรพ์”
3150	เบื้องต้น: สูญสลายตกสวรรค์	เรียน “กายล้างผลาญพิฆาต”
3151	เหินสวรรค์: สูญสลายตกสวรรค์	เหินสวรรค์ด้วย “กายล้างผลาญพิฆาต”
3152	มาหาอมตะกัน!	ได้สัตว์เลี้ยง ซิ่วซิ่ว และ เซียนเซียน
3153	แพนด้าอมตะ	แปลงแพนด้าเป็นมนุษย์และช่วยให้เหินสวรรค์สำเร็จ
3154	ปลาหนึ่งตัว	ตกปลา 1 ตัว
3155	ปลา 100 ตัว	ตกปลา 100 ตัว
3156	ปลา 1,000 ตัว	ตกปลา 1,000 ตัว
3157	ปลา 10,000 ตัว	ตกปลา 10,000 ตัว
3158	เหยื่อถูกงับ	ตกสัตว์ได้ระหว่างตกปลา
3159	ข้าเลือกเจ้า!	ตกมอนสเตอร์ได้ระหว่างตกปลา
3160	ของวาววับ	ตกได้ศิลาแห่งชี่
3161	ปรมาจารย์ตกปลา	จับปลาครบทุกสายพันธุ์
3162	ผู้พิชิตคราเคน	จับปลาได้หนักเกิน 25 ชั่ง
3163	ไหวพริบพิชิต	ได้สมบัติลับทั้งหมดจากศิลาจารึกในวังเมฆม่วง
3164	หยินหยางเป็นหนึ่ง	ได้สัตว์เลี้ยง เต่าดำเหมียว
3165	วิถี orthodox: นิมบัส	ฝึก “วิชาพิชิตนิมบัส” ด้วยความเข้ากันได้เกิน 150%
3166	ชั้น I: นิมบัส	หล่อแกนทองชั้น I ด้วย “วิชาพิชิตนิมบัส”
3167	สู่ความสำเร็จ: นิมบัส	เหินสวรรค์ด้วย “วิชาพิชิตนิมบัส”
