ID	Name	Desc	EndDesc
61	โลกอันโหดร้ายและวุ่นวาย	เมื่อเร็วๆ นี้ ได้มีกลุ่มผู้ฝึกตนที่ชั่วร้ายกลุ่มหนึ่งได้ปรากฏตัวขึ้นที่[TXT] พวกมันได้ลักพาตัวเหล่าชาวบ้านไปเป็นจำนวนมากเพื่อใช้ในพิธีกรรมสูบพลังชีพ ทำให้เกิดข่าวลือแพร่สะพัดไปในหมู่ชาวบ้าน	ผู้ฝึกตนที่ผ่านไปมาไม่สามารถทนเห็นการกระทำเช่นนี้ได้ ดังนั้นจึงลงมือจัดการผู้ฝึกตนที่ชั่วร้ายเหล่านั้น
62	ภัยพิบัติฉับพลัน	เมื่อเร็วๆ นี้ได้เกิดภัยพิบัติทางธรรมชาติขึ้นอย่างฉับพลับในบริเวณใกล้ๆ กับ[TXT]และเนื่องจากมีผู้คนได้เสียชีวิตไปเป็นจำนวนมาก ส่งผลให้เหล่าชาวบ้านต่างวิตกกังวลกันเป็นอย่างมาก 	ผู้ฝึกตนคนหนึ่งได้ผ่านมาเห็นจึงได้ลงมือยับยั้งภัยพิบัติพร้อมกับดูแลผู้รอดชีวิต
63	เปิดผนึกกล่องทองคำ	เมื่อเร็วๆ นี้ระดับน้ำของทะเลสาบศิลาหยกที่ตั้งอยู่ในแดนหิมะนิรันดร์ได้เพิ่มสูงขึ้น ซึ่งมันเป็นข้อบ่งชี้ว่าขุมทรัพย์ทองคำในนั้นกำลังจะเปิดออกภายในอีก 7 วัน ภายในกล่องทองคำนั้นประกอบด้วยสมบัติหายากมากมายที่จักรพรรดิปีศาจฟู่ปี้ขงได้เก็บสมบัติที่เขาได้รับมาจากทั่วทุกมุมโลกเอาไว้ การเปิดออกของมันในแต่ละครั้งได้ดึงดูดเหล่าผู้ฝึกตนจำนวนมากมายังสถานที่แห่งนี้	กล่องทองคำได้ปิดลงแล้วและสมบัติที่ไหลออกมาในครั้งนี้ก็ได้ถูกปล้นชิงออกไปจนหมด
64	ค้นพบวิชาบ่มเพาะโบราณ	มีข่าวลือว่าที่[TXT]นั้นมีดวงดาวร่วงหล่นในเวลากลางวันและพื้นดินก็เบ่งบานเต็มไปด้วยดอกบัวสีทอง นี่อาจจะเป็นลางที่บ่งบอกได้ว่ากำลังจะมีปรากฎการณ์ที่เกี่ยวข้องกับวิชาบ่มเพาะของเซียนโบราณเกิดขึ้นในเร็ววันนี้ เมื่อข่าวนี้แพร่ออกไปมันจึงดึงดูดเหล่าผู้ฝึกตนมากมายให้มายังสถานที่แห่งนี้	ผู้ฝึกตนปริศนาได้รับเอาวิชาบ่มเพาะที่ซ่อนอยู่ภายในสถานที่แห่งนี้ไปแล้ว
65	วิชาบ่มเพาะที่สูญหาย	ด้วยการขยายตัวของหน่วยงานผู้แทนสำนัก นี่จึงทำให้พวกเราได้รับสาวกเพิ่มขึ้นเป็นจำนวนมากที่ภูเขาแดนใต้ ทำให้ได้รับข้อมูลข่าวสารต่างๆ ได้กว้างขวางขึ้นยิ่งกว่าเดิม เมื่อเร็วๆ นี้ เมื่อเร็วๆ นี้ผู้แทนสำนักได้ส่งข่าวกลับมาว่าได้มีชาวบ้านคนหนึ่งได้ค้นพบซากโบราณสถานพังลึกลับใต้ลำธารบนภูเขา ซึ่งดูเหมือนว่าสถานที่แห่งนั้นจะมีพลังศักดิ์สิทธิ์บางอย่างแผ่ออกมา	ดูเหมือนว่าธารน้ำบนภูเขาได้ถล่มลงมาจนทำให้ซากโบราณสถานพังลงไป ช่างน่าเสียดายจริงๆ
66	เปิดผนึกกล่องทองคำ	เมื่อเร็วๆ นี้ระดับน้ำของทะเลสาบศิลาหยกที่ตั้งอยู่ในแดนหิมะนิรันดร์ได้เพิ่มสูงขึ้น ซึ่งมันเป็นข้อบ่งชี้ว่าขุมทรัพย์ทองคำในนั้นกำลังจะเปิดออกภายในอีก 7 วัน ภายในกล่องทองคำนั้นประกอบด้วยสมบัติหายากมากมายที่จักรพรรดิปีศาจฟู่ปี้ขงได้เก็บสมบัติที่เขาได้รับมาจากทั่วทุกมุมโลกเอาไว้ การเปิดออกของมันในแต่ละครั้งได้ดึงดูดเหล่าผู้ฝึกตนจำนวนมากมายังสถานที่แห่งนี้	กล่องทองคำได้ปิดลงแล้วและสมบัติที่ไหลออกมาในครั้งนี้ก็ได้ถูกปล้นชิงออกไปจนหมด
67	ตำนานจากต่างโลก	มีข่าวลือว่ามีคนค้นพบเส้นทางลึกลับที่อยู่ลึกเข้าไปในรอยแยกต่างโลก อีกทั้งข่าวลือนั่นยังได้บอกอีกว่าอีกฝั่งหนึ่งของเส้นทางลึกลับนั่นนั้นอันตรายเป็นอย่างมาก อีกฝั่งนั้นมีผู้ฝึกตนและสิ่งมีชีวิตที่ไม่เคยเห็นมาก่อนและพวกมันก็ทรงพลังมากยิ่งกว่าผู้ฝึกฝนโบราณอีกด้วย ทว่าผู้คนมักล้อเลียนเกี่ยวกับเรื่องๆ นี้ เนื่องจากที่ข่าวลือที่ว่านั่นนั้นมันเกินจริงเกินไป	
68	ผู้มาจากต่างโลก	ในปัจจุบันมีการกล่าวกันว่ามีร่องรอยแปลกๆ อยู่รอบๆ รอยแยกต่างมิติและดูเหมือนว่าจะมีผู้ฝึกตนบางคนได้ออกมาจากอีกฟากหนึ่งของรอยแยกนั่น	
1000	การเดินทางของผู้อาวุโส	ว่ากันว่าเซียนของ{0} {1} มักจะปรากฏตัวขึ้นที่{2}อยู่บ่อยครั้ง	เซียนของ{0}—{1} นั้นได้หายตัวไปจาก{2}แล้ว
1001	บรรณาการจากนิกายม่านฟ้า	เป็นช่วงเวลาของปีที่นิกายม่านฟ้าจะมอบบรรณาการของพวกเขาให้แก่ท่าน ท่านสามารถส่งศิษย์ไปเก็บบรรณาการได้	
1002	บรรณาการจากตำหนักคุนหลุน	เป็นช่วงเวลาของปีที่ตำหนักคุนหลุนจะมอบบรรณาการของพวกเขาให้แก่ท่าน ท่านสามารถส่งศิษย์ไปเก็บบรรณาการได้	
1003	บรรณาการจากวังเหนือนภา	เป็นช่วงเวลาของปีที่วังเหนือนภาจะมอบบรรณาการของพวกเขาให้แก่ท่าน ท่านสามารถส่งศิษย์ไปเก็บบรรณาการได้	
1004	บรรณาการจากอารามเมฆาม่วง	เป็นช่วงเวลาของปีที่อารามเมฆาม่วงจะมอบบรรณาการของพวกเขาให้แก่ท่าน ท่านสามารถส่งศิษย์ไปเก็บบรรณาการได้	
1005	บรรณาการจากสำนักเอกลี้ลับ	เป็นช่วงเวลาของปีที่สำนักเอกลี้ลับจะมอบบรรณาการของพวกเขาให้แก่ท่าน ท่านสามารถส่งศิษย์ไปเก็บบรรณาการได้	
1006	บรรณาการจากอารามบัวสีคราม	เป็นช่วงเวลาของปีที่อารามบัวสีครามจะมอบบรรณาการของพวกเขาให้แก่ท่าน ท่านสามารถส่งศิษย์ไปเก็บบรรณาการได้	
1007	บรรณาการจากนิกายแสงราตรี	เป็นช่วงเวลาของปีที่นิกายแสงราตรีจะมอบบรรณาการของพวกเขาให้แก่ท่าน ท่านสามารถส่งศิษย์ไปเก็บบรรณาการได้	
1008	บรรณาการจากภูเขาร้อยแมลง	เป็นช่วงเวลาของปีที่ภูเขาร้อยแมลงจะมอบบรรณาการของพวกเขาให้แก่ท่าน ท่านสามารถส่งศิษย์ไปเก็บบรรณาการได้	
1009	บรรณาการจากนิกายหลุมอเวจี	เป็นช่วงเวลาของปีที่นิกายหลุมอเวจีจะมอบบรรณาการของพวกเขาให้แก่ท่าน ท่านสามารถส่งศิษย์ไปเก็บบรรณาการได้	
1010	บรรณาการจากสำนักเจ็ดวิถีสังหาร	เป็นช่วงเวลาของปีที่สำนักเจ็ดวิถีสังหารจะมอบบรรณาการของพวกเขาให้แก่ท่าน ท่านสามารถส่งศิษย์ไปเก็บบรรณาการได้	
1011	บรรณาการจากสำนักสราญรมย์	เป็นช่วงเวลาของปีที่สำนักสราญรมย์จะมอบบรรณาการของพวกเขาให้แก่ท่าน ท่านสามารถส่งศิษย์ไปเก็บบรรณาการได้	
1012	บรรณาการจากอารามหมื่นอสูร	เป็นช่วงเวลาของปีที่อารามหมื่นอสูรจะมอบบรรณาการของพวกเขาให้แก่ท่าน ท่านสามารถส่งศิษย์ไปเก็บบรรณาการได้	
1013	ร่องรอย	ได้รับข้อความเกี่ยวกับ [EXTXT] ว่ากำลังจะมุ่งหน้าไปยัง[TXT]	ร่องรอยของ[EXTXT]ได้หายไปจาก[TXT]แล้ว
1014	ปกปิดร่องรอย		
1015	การเดินทางของผู้อาวุโส	ว่ากันว่าเซียนของ{0} {1} มักจะปรากฏตัวขึ้นที่{2}อยู่บ่อยครั้ง	เซียนของ{0}—{1} นั้นได้หายตัวไปจาก{2}แล้ว
9000	สร้างผู้แทนสำนัก	สาวกของนิกายไท้อี้ต่างบ่นว่าไม่มีสถานที่ให้พวกเขาสักการะ นี่จึงทำให้พวกเขารู้สึกไม่สบายใจเป็นอย่างมาก ท่านควรจัดการเรื่องนี้ซะหน่อยดีหรือไม่?	
9001	สังหารคนทรยศ	สำนัก{0} - ว่ากันว่าผู้ทรยศของ{0}ได้หลบหนีมายังที่นี่ พวกเขาคาดหวังให้ท่านนำตัวมันกลับมา	
9002	งานประมูลสมบัติทั่วไป	งานประมูลกำลังจะเริ่มขึ้นอีกครั้งหนึ่งแล้ว งานประมูลครั้งนี้จะเป็นการประมูลขายสมบัติทั่วๆ ไป	
9003	ไล่ล่าแก้แค้น	เมื่อเร็วๆ นี้ผู้ฝึกตนอิสระ {1} ได้ทำการสังหารศิษย์ของ{0}ที่{2} ท่านได้รับปากกับ{0}ว่าจะออกไล่ล่า {1} เพื่อเป็นการล้างแค้นให้กับศิษย์ของพวกเขา	
9004	กำจัดสายลับ	{1} สายลับที่ได้ลอบเข้าไปขโมยข้อมูลสำคัญของ{0}ได้หลบหนีไปยัง{2} ท่านได้รับปากว่าจะจัดการเรื่องนี้ให้กับ{0}	
9005	สังหารคนทรยศ	{1} ศิษย์ทรยศของ{0}ได้หลบหนีไปยัง{2} ท่านได้รับปากว่าจะจัดการเรื่องนี้ให้กับ{0}	
9006	ภัยแล้ง	จู่ๆ ก็ได้เกิด[EXTXT]ที่[TXT] ผู้คนจำนวนนับไม่ถ้วนต่างบาดเจ็บล้มตาย ส่งผลให้ความกลัวและความวิตกกังวลได้แผ่กระจายไปทั่วทั้งแผ่นดิน	มีใครบางคนได้พลังของพวกเขาเพื่อทำให้เกิดผลกระทบต่อภัยพิภัยในครั้งนี้ มันจะเป็นการขัดต่อกฎแห่งสวรรค์ถ้าหากท่านได้ไปยังสถานที่แห่งนั้นด้วย
9007	น้ำท่วม	จู่ๆ ก็ได้เกิด[EXTXT]ที่[TXT] ผู้คนจำนวนนับไม่ถ้วนต่างบาดเจ็บล้มตาย ส่งผลให้ความกลัวและความวิตกกังวลได้แผ่กระจายไปทั่วทั้งแผ่นดิน	มีใครบางคนได้พลังของพวกเขาเพื่อทำให้เกิดผลกระทบต่อภัยพิภัยในครั้งนี้ มันจะเป็นการขัดต่อกฎแห่งสวรรค์ถ้าหากท่านได้ไปยังสถานที่แห่งนั้นด้วย
9008	ภัยหนาว	จู่ๆ ก็ได้เกิด[EXTXT]ที่[TXT] ผู้คนจำนวนนับไม่ถ้วนต่างบาดเจ็บล้มตาย ส่งผลให้ความกลัวและความวิตกกังวลได้แผ่กระจายไปทั่วทั้งแผ่นดิน	มีใครบางคนได้พลังของพวกเขาเพื่อทำให้เกิดผลกระทบต่อภัยพิภัยในครั้งนี้ มันจะเป็นการขัดต่อกฎแห่งสวรรค์ถ้าหากท่านได้ไปยังสถานที่แห่งนั้นด้วย
9009	แผ่นดินไหว	จู่ๆ ก็ได้เกิด[EXTXT]ที่[TXT] ผู้คนจำนวนนับไม่ถ้วนต่างบาดเจ็บล้มตาย ส่งผลให้ความกลัวและความวิตกกังวลได้แผ่กระจายไปทั่วทั้งแผ่นดิน	มีใครบางคนได้พลังของพวกเขาเพื่อทำให้เกิดผลกระทบต่อภัยพิภัยในครั้งนี้ มันจะเป็นการขัดต่อกฎแห่งสวรรค์ถ้าหากท่านได้ไปยังสถานที่แห่งนั้นด้วย
9010	สัตว์อสูรตื่นรู้		สัตว์อสูรที่ตื่นรู้ได้ถูกจับไปโดยใครบางคนแล้ว
9011	งานประมูลปริศนา	งานประมูลกำลังจะเริ่มขึ้นอีกครั้งหนึ่งแล้ว สมบัติที่ถูกนำมาประมูลในครั้งนี้จะเป็นสมบัติปริศนา ทำให้สามารถระบุตัวตนของมันได้	
9012	งานประมูลเบ็ดเตล็ด	งานประมูลกำลังจะเริ่มขึ้นอีกครั้งหนึ่งแล้ว มีสินค้าหลากหลายประเภทในงานประมูลครั้งนี้ อีกทั้งผู้ฝึกตนที่เข้าร่วมงานประมูลก็มีความหลากหลายเช่นกัน	
9013	งานประมูลสมบัติหายาก	งานประมูลกำลังจะเริ่มขึ้นอีกครั้งหนึ่งแล้ว สมบัติที่ถูกนำมาประมูลในงานประมูลครั้งนี้นั้นเป็นสมบัติที่หาได้ยากยิ่ง อีกทั้งแขกผู้มีเกียรติที่ได้เข้าร่วมงานประมูลก็เป็นบุคคลที่ไม่ธรรมดาเช่นกัน	
9100	จารึกผามังกร	ว่ากันว่าในส่วนลึกของทะเลทรายจู่ๆ ท้องฟ้าก็ได้พังทลายลงมาอยางกะทันหัน หลังจากนั้น "จารึกผามังกร" สถานที่ศักดิ์สิทธิ์ของเหล่าเผ่าอสูรโบราณก็ได้ปรากฏขึ้นมาอีกครั้งบนโลก!	
9101	จารึกผามังกร	ว่ากันว่าในส่วนลึกของทะเลทรายจู่ๆ ท้องฟ้าก็ได้พังทลายลงมาอยางกะทันหัน หลังจากนั้น "จารึกผามังกร" สถานที่ศักดิ์สิทธิ์ของเหล่าเผ่าอสูรโบราณก็ได้ปรากฏขึ้นมาอีกครั้งบนโลก!	
2001	ร่องรอยปรมาจารย์โอสถ	มีข่าวลือว่าเมื่อไม่นานมานี้ เกิดเหตุการณ์แปลกประหลาดขึ้นที่ภูเขาจันทร์เพ็ญ ว่ากันว่ามีผู้พบเห็นร่องรอยของปรมาจารย์หลอมโอสถโบราณ ท่านสามารถส่งศิษย์ไปตรวจสอบได้!	
